Constituent,Julian_day,Seg_50 ,Seg_51 ,Seg_52 ,Seg_77 ,Seg_78 ,Seg_79 ,Seg_72 ,Seg_107,
Temperature,    12.292,       8.849,       8.897,       8.906,       8.990,       9.001,       8.942,       8.942,       8.944,
Temperature,    12.333,       8.847,       8.894,       8.902,       8.986,       8.996,       8.939,       8.939,       8.944,
Temperature,    12.376,       8.846,       8.892,       8.900,       8.983,       8.992,       8.938,       8.938,       8.944,
Temperature,    12.417,       8.851,       8.895,       8.902,       8.983,       8.993,       8.939,       8.940,       8.947,
Temperature,    12.458,       8.862,       8.904,       8.908,       8.986,       8.997,       8.944,       8.944,       8.951,
Temperature,    12.501,       8.883,       8.925,       8.921,       8.993,       9.003,       8.953,       8.952,       8.959,
Temperature,    12.542,       8.914,       8.959,       8.939,       9.005,       9.010,       8.965,       8.962,       8.970,
Temperature,    12.584,       8.956,       8.993,       8.959,       9.023,       9.023,       8.980,       8.976,       8.982,
Temperature,    12.626,       9.000,       9.018,       8.973,       9.043,       9.040,       8.993,       8.988,       8.994,
Temperature,    12.667,       9.039,       9.024,       8.977,       9.057,       9.065,       9.002,       8.997,       9.007,
Temperature,    12.709,       9.072,       9.007,       8.972,       9.066,       9.099,       9.007,       9.003,       9.023,
Temperature,    12.750,       9.095,       8.980,       8.956,       9.073,       9.133,       9.008,       9.006,       9.040,
Temperature,    12.792,       9.086,       9.004,       8.941,       9.085,       9.161,       9.006,       9.004,       9.053,
Temperature,    12.834,       9.009,       9.009,       8.951,       9.100,       9.176,       9.003,       9.001,       9.056,
Temperature,    12.875,       8.945,       8.989,       8.954,       9.111,       9.181,       9.000,       8.997,       9.049,
Temperature,    12.917,       8.893,       8.968,       8.948,       9.116,       9.177,       8.996,       8.993,       9.042,
Temperature,    12.959,       8.888,       8.957,       8.937,       9.116,       9.168,       8.992,       8.987,       9.037,
Temperature,    13.001,       8.889,       8.945,       8.928,       9.111,       9.157,       8.988,       8.981,       9.030,
Temperature,    13.042,       8.888,       8.932,       8.919,       9.104,       9.144,       8.982,       8.974,       9.024,
Temperature,    13.083,       8.884,       8.920,       8.910,       9.095,       9.131,       8.976,       8.968,       9.017,
Temperature,    13.126,       8.877,       8.908,       8.901,       9.087,       9.117,       8.971,       8.961,       9.012,
Temperature,    13.167,       8.869,       8.897,       8.893,       9.081,       9.106,       8.965,       8.956,       9.008,
Temperature,    13.208,       8.860,       8.885,       8.883,       9.075,       9.098,       8.960,       8.950,       9.003,
Temperature,    13.251,       8.851,       8.874,       8.874,       9.070,       9.092,       8.954,       8.946,       8.999,
Temperature,    13.292,       8.843,       8.866,       8.867,       9.066,       9.088,       8.950,       8.943,       8.997,
Temperature,    13.333,       8.836,       8.859,       8.861,       9.063,       9.085,       8.947,       8.941,       8.997,
Temperature,    13.376,       8.835,       8.856,       8.859,       9.062,       9.085,       8.946,       8.941,       8.999,
Temperature,    13.417,       8.843,       8.863,       8.864,       9.066,       9.088,       8.951,       8.946,       9.005,
Temperature,    13.458,       8.867,       8.880,       8.875,       9.075,       9.093,       8.962,       8.956,       9.015,
Temperature,    13.501,       8.907,       8.912,       8.893,       9.090,       9.099,       8.978,       8.969,       9.030,
Temperature,    13.542,       8.960,       8.977,       8.919,       9.101,       9.099,       8.995,       8.986,       9.048,
Temperature,    13.583,       9.017,       9.085,       8.955,       9.092,       9.088,       9.013,       9.003,       9.068,
Temperature,    13.626,       9.065,       9.155,       9.002,       9.079,       9.077,       9.027,       9.019,       9.093,
Temperature,    13.667,       9.076,       9.173,       9.038,       9.068,       9.068,       9.038,       9.033,       9.122,
Temperature,    13.708,       9.039,       9.152,       9.053,       9.051,       9.060,       9.042,       9.041,       9.151,
Temperature,    13.751,       9.008,       9.111,       9.046,       9.034,       9.051,       9.041,       9.045,       9.156,
Temperature,    13.792,       8.980,       9.093,       9.029,       9.023,       9.040,       9.038,       9.050,       9.130,
Temperature,    13.834,       8.958,       9.052,       9.006,       9.017,       9.031,       9.034,       9.056,       9.103,
Temperature,    13.875,       8.921,       9.030,       8.980,       9.013,       9.023,       9.030,       9.059,       9.083,
Temperature,    13.917,       8.895,       9.008,       8.961,       9.011,       9.017,       9.026,       9.057,       9.070,
Temperature,    13.958,       8.881,       8.988,       8.944,       9.010,       9.013,       9.021,       9.049,       9.059,
Temperature,    14.001,       8.875,       8.989,       8.934,       9.010,       9.011,       9.015,       9.038,       9.047,
Temperature,    14.042,       8.879,       8.969,       8.927,       9.010,       9.010,       9.010,       9.027,       9.035,
Temperature,    14.084,       8.879,       8.950,       8.917,       9.012,       9.011,       9.004,       9.017,       9.025,
Temperature,    14.125,       8.875,       8.936,       8.908,       9.015,       9.012,       8.998,       9.009,       9.015,
Temperature,    14.167,       8.870,       8.924,       8.901,       9.018,       9.013,       8.993,       9.002,       9.006,
Temperature,    14.209,       8.866,       8.914,       8.895,       9.019,       9.014,       8.986,       8.996,       8.997,
Temperature,    14.251,       8.862,       8.904,       8.889,       9.019,       9.014,       8.980,       8.990,       8.990,
Temperature,    14.292,       8.856,       8.894,       8.882,       9.018,       9.013,       8.974,       8.984,       8.983,
Temperature,    14.334,       8.850,       8.884,       8.876,       9.015,       9.012,       8.969,       8.979,       8.978,
Temperature,    14.376,       8.847,       8.878,       8.873,       9.012,       9.012,       8.966,       8.977,       8.975,
Temperature,    14.417,       8.854,       8.882,       8.879,       9.014,       9.018,       8.970,       8.980,       8.977,
Temperature,    14.458,       8.872,       8.897,       8.895,       9.021,       9.031,       8.981,       8.987,       8.983,
Temperature,    14.501,       8.893,       8.917,       8.916,       9.030,       9.046,       8.993,       8.997,       8.990,
Temperature,    14.542,       8.907,       8.936,       8.939,       9.037,       9.061,       9.004,       9.004,       8.995,
Temperature,    14.583,       8.916,       8.958,       8.967,       9.043,       9.076,       9.014,       9.012,       8.998,
Temperature,    14.626,       8.916,       8.997,       9.012,       9.047,       9.086,       9.022,       9.018,       8.997,
Temperature,    14.667,       8.909,       9.064,       9.066,       9.048,       9.093,       9.011,       9.020,       8.991,
Temperature,    14.708,       8.903,       9.151,       9.121,       9.047,       9.087,       8.999,       9.019,       8.985,
Temperature,    14.751,       8.919,       9.229,       9.174,       9.043,       9.068,       8.997,       9.016,       8.979,
Temperature,    14.792,       8.959,       9.255,       9.199,       9.037,       9.052,       8.993,       9.012,       8.976,
Temperature,    14.834,       8.943,       9.228,       9.192,       9.028,       9.043,       8.977,       9.007,       8.973,
Temperature,    14.875,       8.919,       9.216,       9.183,       9.022,       9.038,       8.965,       9.001,       8.970,
Temperature,    14.917,       8.905,       9.202,       9.176,       9.017,       9.034,       8.955,       8.996,       8.968,
Temperature,    14.959,       8.906,       9.195,       9.177,       9.012,       9.025,       8.952,       8.990,       8.966,
Temperature,    15.001,       8.967,       9.223,       9.188,       9.007,       9.018,       8.948,       8.986,       8.963,
Temperature,    15.042,       9.023,       9.228,       9.200,       9.002,       9.010,       8.945,       8.981,       8.962,
Temperature,    15.083,       9.062,       9.227,       9.207,       8.996,       9.004,       8.941,       8.977,       8.960,
Temperature,    15.126,       9.089,       9.227,       9.205,       8.992,       8.999,       8.938,       8.974,       8.959,
Temperature,    15.167,       9.105,       9.224,       9.198,       8.987,       8.995,       8.934,       8.970,       8.958,
Temperature,    15.208,       9.114,       9.216,       9.187,       8.983,       8.991,       8.930,       8.966,       8.956,
Temperature,    15.251,       9.119,       9.205,       9.173,       8.979,       8.987,       8.925,       8.961,       8.954,
Temperature,    15.292,       9.118,       9.192,       9.158,       8.975,       8.983,       8.921,       8.957,       8.951,
Temperature,    15.333,       9.113,       9.177,       9.146,       8.971,       8.980,       8.916,       8.953,       8.949,
Temperature,    15.376,       9.107,       9.165,       9.136,       8.969,       8.977,       8.912,       8.950,       8.946,
Temperature,    15.417,       9.107,       9.160,       9.135,       8.969,       8.977,       8.913,       8.951,       8.947,
Temperature,    15.458,       9.114,       9.168,       9.144,       8.973,       8.982,       8.919,       8.956,       8.951,
Temperature,    15.501,       9.122,       9.183,       9.161,       8.978,       8.988,       8.927,       8.962,       8.956,
Temperature,    15.542,       9.126,       9.197,       9.173,       8.981,       8.990,       8.932,       8.965,       8.959,
Temperature,    15.583,       9.130,       9.202,       9.177,       8.983,       8.994,       8.936,       8.968,       8.961,
